iter	Passed	Remaining
1687	8955	1655
1688	8960	1650
1689	8966	1644
1690	8972	1639
1691	8977	1634
1692	8983	1629
1693	8991	1624
1694	9010	1621
1695	9015	1615
1696	9020	1610
1697	9025	1605
1698	9030	1599
1699	9035	1594
1700	9041	1589
1701	9046	1583
1702	9051	1578
1703	9057	1573
1704	9062	1568
1705	9067	1562
1706	9072	1557
1707	9077	1551
1708	9083	1546
1709	9094	1542
1710	9100	1537
1711	9105	1531
1712	9110	1526
1713	9115	1521
1714	9120	1515
1715	9126	1510
1716	9131	1505
1717	9136	1499
1718	9142	1494
1719	9147	1489
1720	9152	1483
1721	9157	1478
1722	9162	1473
1723	9168	1467
1724	9173	1462
1725	9178	1457
1726	9183	1451
1727	9189	1446
1728	9194	1441
1729	9200	1435
1730	9205	1430
1731	9210	1425
1732	9216	1419
1733	9221	1414
1734	9227	1409
1735	9233	1404
1736	9238	1398
1737	9243	1393
1738	9249	1388
1739	9254	1382
1740	9260	1377
1741	9265	1372
1742	9270	1366
1743	9276	1361
1744	9281	1356
1745	9286	1350
1746	9291	1345
1747	9296	1340
1748	9302	1334
1749	9307	1329
1750	9312	1324
1751	9317	1318
1752	9322	1313
1753	9327	1308
1754	9333	1302
1755	9338	1297
1756	9343	1292
1757	9348	1286
1758	9354	1281
1759	9360	1276
1760	9365	1271
1761	9371	1265
1762	9376	1260
1763	9382	1255
1764	9387	1249
1765	9392	1244
1766	9398	1239
1767	9403	1233
1768	9409	1228
1769	9414	1223
1770	9420	1218
1771	9426	1212
1772	9431	1207
1773	9436	1202
1774	9442	1196
1775	9447	1191
1776	9452	1186
1777	9458	1180
1778	9463	1175
1779	9468	1170
1780	9473	1164
1781	9479	1159
1782	9484	1154
1783	9489	1148
1784	9494	1143
1785	9500	1138
1786	9505	1132
1787	9510	1127
1788	9516	1122
1789	9521	1117
1790	9526	1111
1791	9531	1106
1792	9537	1101
1793	9542	1095
1794	9547	1090
1795	9552	1085
1796	9557	1079
1797	9563	1074
1798	9568	1069
1799	9574	1063
1800	9579	1058
1801	9584	1053
1802	9589	1047
1803	9594	1042
1804	9599	1037
1805	9605	1031
1806	9610	1026
1807	9616	1021
1808	9621	1015
1809	9627	1010
1810	9633	1005
1811	9639	1000
1812	9644	994
1813	9650	989
1814	9655	984
1815	9660	978
1816	9665	973
1817	9670	968
1818	9675	962
1819	9681	957
1820	9686	952
1821	9691	946
1822	9697	941
1823	9702	936
1824	9707	930
1825	9712	925
1826	9718	920
1827	9723	914
1828	9728	909
1829	9734	904
1830	9740	898
1831	9745	893
1832	9750	888
1833	9756	883
1834	9761	877
1835	9766	872
1836	9772	867
1837	9778	861
1838	9783	856
1839	9788	851
1840	9794	845
1841	9799	840
1842	9806	835
1843	9811	830
1844	9816	824
1845	9821	819
1846	9827	814
1847	9832	808
1848	9838	803
1849	9843	798
1850	9848	792
1851	9853	787
1852	9859	782
1853	9864	776
1854	9869	771
1855	9875	766
1856	9880	760
1857	9885	755
1858	9891	750
1859	9896	744
1860	9901	739
1861	9906	734
1862	9911	728
1863	9917	723
1864	9923	718
1865	9928	712
1866	9933	707
1867	9939	702
1868	9944	697
1869	9949	691
1870	9954	686
1871	9960	681
1872	9965	675
1873	9971	670
1874	9976	665
1875	9982	659
1876	9988	654
1877	9993	649
1878	9998	643
1879	10004	638
1880	10009	633
1881	10014	627
1882	10019	622
1883	10024	617
1884	10030	611
1885	10035	606
1886	10040	601
1887	10045	595
1888	10051	590
1889	10056	585
1890	10061	579
1891	10066	574
1892	10071	569
1893	10076	563
1894	10093	559
1895	10099	553
1896	10104	548
1897	10109	543
1898	10114	537
1899	10120	532
1900	10126	527
1901	10131	522
1902	10136	516
1903	10141	511
1904	10146	506
1905	10152	500
1906	10157	495
1907	10163	490
1908	10168	484
1909	10188	480
1910	10193	474
1911	10198	469
1912	10204	464
1913	10209	458
1914	10215	453
1915	10220	448
1916	10225	442
1917	10230	437
1918	10235	432
1919	10240	426
1920	10246	421
1921	10251	416
1922	10256	410
1923	10261	405
1924	10267	400
1925	10272	394
1926	10277	389
1927	10282	384
1928	10287	378
1929	10293	373
1930	10298	367
1931	10304	362
1932	10309	357
1933	10315	352
1934	10320	346
1935	10325	341
1936	10331	336
1937	10336	330
1938	10342	325
1939	10347	320
1940	10353	314
1941	10358	309
1942	10364	304
1943	10369	298
1944	10374	293
1945	10379	288
1946	10384	282
1947	10389	277
1948	10395	272
1949	10400	266
1950	10405	261
1951	10411	256
1952	10416	250
1953	10421	245
1954	10427	240
1955	10432	234
1956	10437	229
1957	10443	224
1958	10449	218
1959	10454	213
1960	10459	208
1961	10465	202
1962	10470	197
1963	10475	192
1964	10481	186
1965	10487	181
1966	10492	176
1967	10498	170
1968	10504	165
1969	10509	160
1970	10515	154
1971	10520	149
1972	10525	144
1973	10531	138
1974	10537	133
1975	10543	128
1976	10549	122
1977	10555	117
1978	10561	112
1979	10566	106
1980	10572	101
1981	10577	96
1982	10583	90
1983	10588	85
1984	10594	80
1985	10599	74
1986	10605	69
1987	10611	64
1988	10616	58
1989	10622	53
1990	10628	48
1991	10634	42
1992	10639	37
1993	10645	32
1994	10651	26
1995	10656	21
1996	10662	16
1997	10667	10
1998	10673	5
1999	10678	0
