iter	Passed	Remaining
1681	9620	1818
1682	9627	1813
1683	9633	1807
1684	9639	1802
1685	9645	1796
1686	9652	1790
1687	9658	1785
1688	9664	1779
1689	9669	1773
1690	9676	1768
1691	9681	1762
1692	9687	1756
1693	9692	1750
1694	9698	1745
1695	9703	1739
1696	9716	1734
1697	9727	1730
1698	9735	1724
1699	9741	1719
1700	9747	1713
1701	9752	1707
1702	9759	1701
1703	9765	1696
1704	9771	1690
1705	9778	1685
1706	9785	1679
1707	9793	1674
1708	9801	1668
1709	9808	1663
1710	9815	1657
1711	9832	1653
1712	9845	1649
1713	9854	1644
1714	9865	1639
1715	9871	1633
1716	9882	1628
1717	9890	1623
1718	9896	1617
1719	9902	1611
1720	9910	1606
1721	9916	1600
1722	9923	1595
1723	9929	1589
1724	9935	1583
1725	9944	1578
1726	9952	1573
1727	9957	1567
1728	9964	1561
1729	9970	1556
1730	9977	1550
1731	9983	1544
1732	9990	1539
1733	10000	1534
1734	10007	1528
1735	10016	1523
1736	10025	1517
1737	10039	1513
1738	10046	1507
1739	10054	1502
1740	10061	1496
1741	10079	1492
1742	10093	1488
1743	10099	1482
1744	10106	1476
1745	10115	1471
1746	10123	1466
1747	10129	1460
1748	10136	1454
1749	10143	1449
1750	10149	1443
1751	10153	1437
1752	10159	1431
1753	10165	1425
1754	10170	1419
1755	10176	1413
1756	10181	1408
1757	10186	1402
1758	10191	1396
1759	10196	1390
1760	10202	1384
1761	10208	1378
1762	10213	1373
1763	10218	1367
1764	10223	1361
1765	10228	1355
1766	10233	1349
1767	10238	1343
1768	10244	1337
1769	10250	1332
1770	10255	1326
1771	10260	1320
1772	10267	1314
1773	10272	1308
1774	10278	1302
1775	10283	1297
1776	10290	1291
1777	10295	1285
1778	10300	1279
1779	10307	1273
1780	10314	1268
1781	10322	1262
1782	10328	1256
1783	10334	1251
1784	10341	1245
1785	10348	1239
1786	10355	1234
1787	10363	1228
1788	10370	1223
1789	10376	1217
1790	10381	1211
1791	10388	1205
1792	10393	1199
1793	10398	1194
1794	10404	1188
1795	10409	1182
1796	10414	1176
1797	10419	1170
1798	10425	1164
1799	10432	1159
1800	10438	1153
1801	10445	1147
1802	10450	1141
1803	10456	1136
1804	10461	1130
1805	10467	1124
1806	10481	1119
1807	10489	1113
1808	10497	1108
1809	10503	1102
1810	10509	1096
1811	10515	1091
1812	10521	1085
1813	10525	1079
1814	10533	1073
1815	10541	1068
1816	10551	1062
1817	10558	1057
1818	10564	1051
1819	10572	1045
1820	10578	1039
1821	10585	1034
1822	10591	1028
1823	10598	1022
1824	10604	1016
1825	10613	1011
1826	10623	1005
1827	10630	1000
1828	10637	994
1829	10643	988
1830	10648	982
1831	10654	977
1832	10660	971
1833	10666	965
1834	10671	959
1835	10676	953
1836	10682	947
1837	10687	941
1838	10692	936
1839	10696	930
1840	10701	924
1841	10707	918
1842	10712	912
1843	10718	906
1844	10724	900
1845	10730	895
1846	10736	889
1847	10741	883
1848	10747	877
1849	10753	871
1850	10758	866
1851	10764	860
1852	10770	854
1853	10775	848
1854	10780	842
1855	10786	836
1856	10791	831
1857	10797	825
1858	10802	819
1859	10806	813
1860	10811	807
1861	10816	801
1862	10821	795
1863	10827	789
1864	10832	784
1865	10837	778
1866	10842	772
1867	10848	766
1868	10853	760
1869	10858	754
1870	10863	749
1871	10868	743
1872	10874	737
1873	10879	731
1874	10884	725
1875	10890	719
1876	10895	713
1877	10900	708
1878	10907	702
1879	10915	696
1880	10921	690
1881	10927	685
1882	10932	679
1883	10937	673
1884	10943	667
1885	10948	661
1886	10953	655
1887	10957	650
1888	10962	644
1889	10967	638
1890	10972	632
1891	10978	626
1892	10983	620
1893	10988	614
1894	10994	609
1895	10999	603
1896	11004	597
1897	11009	591
1898	11014	585
1899	11019	579
1900	11024	574
1901	11029	568
1902	11035	562
1903	11040	556
1904	11045	550
1905	11051	545
1906	11061	539
1907	11066	533
1908	11072	527
1909	11077	521
1910	11083	516
1911	11088	510
1912	11093	504
1913	11098	498
1914	11103	492
1915	11108	487
1916	11112	481
1917	11117	475
1918	11122	469
1919	11128	463
1920	11133	457
1921	11138	452
1922	11145	446
1923	11149	440
1924	11154	434
1925	11159	428
1926	11164	422
1927	11170	417
1928	11175	411
1929	11180	405
1930	11186	399
1931	11192	393
1932	11199	388
1933	11204	382
1934	11210	376
1935	11215	370
1936	11221	364
1937	11227	359
1938	11233	353
1939	11240	347
1940	11246	341
1941	11252	336
1942	11259	330
1943	11265	324
1944	11270	318
1945	11275	312
1946	11280	307
1947	11286	301
1948	11291	295
1949	11296	289
1950	11301	283
1951	11306	278
1952	11311	272
1953	11316	266
1954	11320	260
1955	11326	254
1956	11331	248
1957	11336	243
1958	11341	237
1959	11346	231
1960	11351	225
1961	11355	219
1962	11360	214
1963	11365	208
1964	11370	202
1965	11375	196
1966	11379	190
1967	11385	185
1968	11390	179
1969	11395	173
1970	11400	167
1971	11404	161
1972	11410	156
1973	11415	150
1974	11421	144
1975	11425	138
1976	11430	132
1977	11435	127
1978	11440	121
1979	11445	115
1980	11449	109
1981	11454	104
1982	11459	98
1983	11464	92
1984	11469	86
1985	11474	80
1986	11479	75
1987	11484	69
1988	11489	63
1989	11495	57
1990	11500	51
1991	11505	46
1992	11510	40
1993	11515	34
1994	11520	28
1995	11526	23
1996	11532	17
1997	11537	11
1998	11541	5
1999	11547	0
